annee;codedepartement;nomdepartement;coderegion;nomregion;code_groupe;code_sousgroupe;production;nb_exp;surfab;surfc1;surfc2;surfc3;surfc123;surfbio
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;CE;Orges;67;214,985;5,36;35,383;0;40,743;255,728
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;CE;Sarrasin;1;0,9;0;0;0;0;0,9
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;CE;Seigle;25;45,66;0;4,97;0;4,97;50,63
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;CE;Sorgho;5;2,61;6,92;2;0;8,92;11,53
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;CE;Triticale;35;77,462;20,89;5,38;0;26,27;103,732
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;LES;Lentilles, sèches;8;21,78;0;0;0;0;21,78
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;LES;Pois chiches, secs;10;18,67;0;0;0;0;18,67
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;OL;Colza;7;41,01;0;2,5;0;2,5;43,51
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;OL;Fèves de soja;31;274,85;0;10,91;0;10,91;285,76
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;OL;Lin (graines);1;1,11;0;0;0;0;1,11
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;OL;Tournesol;34;138,7;20,43;31,43;0;51,86;190,56
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;PR;Fèves, sèches (yc féveroles);8;32,78;0;3,93;0;3,93;36,71
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;PR;Légumes à cosse, secs n.c.a.;2;0,122;1,07;0;0;1,07;1,192
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;PR;Lupin;1;0,91;0;0;0;0;0,91
2007;26;Drôme;84;Auvergne-Rhône-Alpes;GCU;PR;Pois, secs;2;10,12;0;2,63;0;2,63;12,75
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Ail;12;18,26;0;0;0;0;18,26
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Artichauts;1;0,24;0;0;0;0;0,24
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Asperges;4;0,91;0;0;0;0;0,91
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Autres melons;3;3,89;0;0;0;0;3,89
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Carottes;3;1,28;0;0;0;0;1,28
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Choux;1;0,1;0;0;0;0;0,1
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Courges et citrouilles;12;56,916;0;0;0;0;56,916
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Echalotes;3;0,81;0;0;0;0;0,81
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Haricots, verts;2;0,55;0;0;0;0;0,55
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Légumes frais n.c.a.;30;70,619;0,966;0;0;0,966;71,585
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Légumes frais plein champ;29;43,661;0;0,32;0;0,32;43,981
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Légumes frais sous abris;25;3,305;0;0;0;0;3,305
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Maïs doux;2;5,53;0;0;0;0;5,53
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Oignons;7;3,96;0;0,02;0;0,02;3,98
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Poireaux et autres alliacés;1;0,15;0;0;0;0;0,15
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Pommes de terre (hors féculière);12;3,74;0,88;0,25;0;1,13;4,87
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Radis;1;0,15;0;0;0;0;0,15
2007;26;Drôme;84;Auvergne-Rhône-Alpes;LE;LEF;Tomates;3;21,8;0;0;0;0;21,8
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Autres plantes à épices, aromatiques, médicinales et pharmaceutiques;42;23,593;0;0,361;0;0,361;23,954
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Basilic;3;1,1;0;0;0;0;1,1
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Calendula;3;1,2;0;0;0;0;1,2
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Camomille romaine;7;1,56;0;0;0;0;1,56
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Coriandre (graines);4;8,7;0;0;0;0;8,7
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Echinacées;5;1,328;0;0;0;0;1,328
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Fenouil doux et amer;3;6,91;0;0,06;0;0,06;6,97
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Fenugrec;1;0,7;0;0;0;0;0,7
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Hysope;5;2,47;0;0,76;0;0,76;3,23
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Lavande;68;194,964;25,8;34,821;21,84;82,461;277,425
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Lavandin;43;131,156;15,136;36,3;24,41;75,846;207,002
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Marjolaine;2;0,5;0;0,12;0;0,12;0,62
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Mauve;1;0,05;0;0;0;0;0,05
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Mélilot;2;1,2;0;1,58;0;1,58;2,78
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Mélisse;31;26,141;0;3,87;0;3,87;30,011
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Menthe douce;8;1,14;0;1,47;0;1,47;2,61
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Millepertuis;6;2,39;0;0;0;0;2,39
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Origans;11;4,13;0,325;1,53;0;1,855;5,985
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Persil;1;0,4;0;0;0;0;0,4
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Romarin;13;7,755;0,125;0,2;0;0,325;8,08
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Sarriette annuelle;13;7,24;0;0,45;0,1;0,55;7,79
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Sarriette vivace;1;2,38;0;0;0;0;2,38
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Sauge officinale;9;9,683;0;0;0;0;9,683
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Sauge sclarée;16;14,88;0;2,19;0;2,19;17,07
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Serpolet;1;0,25;0;0;0;0;0,25
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Thym;39;43,462;0;4,37;0,92;5,29;48,752
2007;26;Drôme;84;Auvergne-Rhône-Alpes;PP;PPA;Verveine odorante;2;1,06;0;0;0;0;1,06
2007;26;Drôme;84;Auvergne-Rhône-Alpes;SF;AFO;Autres plantes et surfaces fourragères n.c.a.;49;207,721;7,66;26,71;0;34,37;242,091
2007;26;Drôme;84;Auvergne-Rhône-Alpes;SF;AFO;Luzerne;95;550,405;8;59,689;0;67,689;618,094
2007;26;Drôme;84;Auvergne-Rhône-Alpes;SF;AFO;Maïs fourrager;2;28,3;0;0;0;0;28,3
2007;26;Drôme;84;Auvergne-Rhône-Alpes;SF;AFO;Prairie temporaire;127;1298,452;80,452;114,699;1,28;196,431;1494,883
2007;26;Drôme;84;Auvergne-Rhône-Alpes;SF;AFO;Trèfle;17;34,555;0;1,02;0;1,02;35,575
2007;26;Drôme;84;Auvergne-Rhône-Alpes;SF;STH;Parcours herbeux (hors estives collectives);59;1825,912;15,03;11,56;0;26,59;1852,502
2007;26;Drôme;84;Auvergne-Rhône-Alpes;SF;STH;Prairie permanente;130;1925,732;63,66;49,45;0;113,11;2038,842
2007;26;Drôme;84;Auvergne-Rhône-Alpes;VI;VIG;Raisin de cuve;60;593,356;64,468;13,899;47,004;125,371;718,727
2007;26;Drôme;84;Auvergne-Rhône-Alpes;VI;VIG;Raisin de table;8;2,728;0;0;1,5;1,5;4,228
2007;27;Eure;28;Normandie;AU;HLI;Autres surfaces, parcours collectifs et zones de cueillette;11;30,98;0;0;0;0;30,98
2007;27;Eure;28;Normandie;AU;HLI;Engrais vert;1;4,02;0;0;0;0;4,02
2007;27;Eure;28;Normandie;AU;HLI;Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement);15;120,373;0;1;0;1;121,373
2007;27;Eure;28;Normandie;FR;FRD;Autres fruits d'arbres ou d'arbustes n.c.a.;8;20,439;0;0;0;0;20,439
2007;27;Eure;28;Normandie;FR;FRNP;Pommes à cidre;2;9,82;0;0;0;0;9,82
2007;27;Eure;28;Normandie;GCU;CE;Avoine;9;37,87;0,5;0;0;0,5;38,37
2007;27;Eure;28;Normandie;GCU;CE;Blé tendre;15;252,065;2,4;19,75;0;22,15;274,215
2007;27;Eure;28;Normandie;GCU;CE;Epeautre;2;19,96;0;0;0;0;19,96
2007;27;Eure;28;Normandie;GCU;CE;Mélanges Céréaliers (sans légumineuses);4;28,95;0;0;0;0;28,95
2007;27;Eure;28;Normandie;GCU;CE;Orges;6;30,93;5,57;22,14;0;27,71;58,64
2007;27;Eure;28;Normandie;GCU;CE;Sarrasin;1;0,91;0;0;0;0;0,91
2007;27;Eure;28;Normandie;GCU;CE;Triticale;3;10,85;0;0;0;0;10,85
2007;27;Eure;28;Normandie;GCU;OL;Colza;2;6,72;0;0;0;0;6,72
2007;27;Eure;28;Normandie;GCU;OL;Lin (graines);3;23,45;0;0;0;0;23,45
2007;27;Eure;28;Normandie;GCU;PR;Fèves, sèches (yc féveroles);10;72,64;0;0;0;0;72,64
2007;27;Eure;28;Normandie;GCU;PR;Pois, secs;3;5,93;0,5;0;0;0,5;6,43
2007;27;Eure;28;Normandie;LE;LEF;Légumes frais n.c.a.;6;7,058;0;0;0;0;7,058
2007;27;Eure;28;Normandie;LE;LEF;Légumes frais plein champ;3;7,394;2,406;4,3;0;6,706;14,1
2007;27;Eure;28;Normandie;LE;LEF;Légumes frais sous abris;9;1,103;0,99;0;0;0,99;2,093
2007;27;Eure;28;Normandie;LE;LEF;Pommes de terre (hors féculière);4;3,34;5,06;0;0;5,06;8,4
2007;27;Eure;28;Normandie;PP;PPA;Autres plantes à épices, aromatiques, médicinales et pharmaceutiques;1;2,752;0;0;0;0;2,752
2007;27;Eure;28;Normandie;SF;AFO;Autres plantes et surfaces fourragères n.c.a.;3;6,91;6,5;0;0;6,5;13,41
2007;27;Eure;28;Normandie;SF;AFO;Luzerne;7;88,07;0;0;0;0;88,07
2007;27;Eure;28;Normandie;SF;AFO;Prairie temporaire;16;134,81;0;6,317;0;6,317;141,127
2007;27;Eure;28;Normandie;SF;AFO;Trèfle;2;6,76;0;0;0;0;6,76
2007;27;Eure;28;Normandie;SF;STH;Parcours herbeux (hors estives collectives);3;7,58;0;0;0;0;7,58
2007;27;Eure;28;Normandie;SF;STH;Prairie permanente;20;396,529;147,65;23,4;0;171,05;567,579
2007;28;Eure-et-Loir;24;Centre-Val de Loire;AU;HLI;Autres surfaces, parcours collectifs et zones de cueillette;13;90,69;0;0;0;0;90,69
2007;28;Eure-et-Loir;24;Centre-Val de Loire;AU;HLI;Engrais vert;2;14,94;12;0;0;12;26,94
2007;28;Eure-et-Loir;24;Centre-Val de Loire;AU;HLI;Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement);18;181,53;15,36;0,98;0;16,34;197,87
2007;28;Eure-et-Loir;24;Centre-Val de Loire;FR;FRC;Noix;1;0,291;0;0;0;0;0,291
2007;28;Eure-et-Loir;24;Centre-Val de Loire;FR;FRD;Autres fruits d'arbres ou d'arbustes n.c.a.;1;0,1;0;0;0;0;0,1
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;CE;Avoine;5;53,69;1,744;0;0;1,744;55,434
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;CE;Blé tendre;19;317;10,87;0;0;10,87;327,87
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;CE;Maïs grain (hors maïs doux);3;8,86;0;0;0;0;8,86
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;CE;Mélanges Céréales-légumineuses;3;44,14;0;0;0;0;44,14
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;CE;Mélanges Céréaliers (sans légumineuses);4;26,36;0;0;0;0;26,36
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;CE;Orges;14;138,07;11,682;13,15;0;24,832;162,902
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;CE;Sarrasin;4;7,97;0;0;0;0;7,97
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;CE;Triticale;9;44,67;0;0;0;0;44,67
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;LES;Lentilles, sèches;1;2,5;0;0;0;0;2,5
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;OL;Colza;5;40,224;0;0;0;0;40,224
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;OL;Lin (graines);2;0,22;0;0;0;0;0,22
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;OL;Tournesol;5;50,53;28,147;0;0;28,147;78,677
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;PR;Fèves, sèches (yc féveroles);14;108,85;0;16,087;0;16,087;124,937
2007;28;Eure-et-Loir;24;Centre-Val de Loire;GCU;PR;Pois, secs;4;9,33;0;0;0;0;9,33
2007;28;Eure-et-Loir;24;Centre-Val de Loire;LE;LEF;Ail;1;0,05;0;0;0;0;0,05
2007;28;Eure-et-Loir;24;Centre-Val de Loire;LE;LEF;Betteraves rouges et à salade;1;1;0;0;0;0;1
2007;28;Eure-et-Loir;24;Centre-Val de Loire;LE;LEF;Echalotes;1;0,14;0;0;0;0;0,14
2007;28;Eure-et-Loir;24;Centre-Val de Loire;LE;LEF;Haricots, verts;1;4,6;0;0;0;0;4,6
2007;28;Eure-et-Loir;24;Centre-Val de Loire;LE;LEF;Légumes frais plein champ;3;6,96;0;0;0;0;6,96
2007;28;Eure-et-Loir;24;Centre-Val de Loire;LE;LEF;Légumes frais sous abris;1;0,08;0;0;0;0;0,08
2007;28;Eure-et-Loir;24;Centre-Val de Loire;LE;LEF;Oignons;1;0,4;0;0;0;0;0,4
2007;28;Eure-et-Loir;24;Centre-Val de Loire;LE;LEF;Pommes de terre (hors féculière);4;15,87;0;0;0;0;15,87
2007;28;Eure-et-Loir;24;Centre-Val de Loire;PP;PPA;Coriandre (graines);1;7,58;0;0;0;0;7,58
2007;28;Eure-et-Loir;24;Centre-Val de Loire;PP;PPA;Persil;1;2,5;0;0;0;0;2,5
2007;28;Eure-et-Loir;24;Centre-Val de Loire;SF;AFO;Autres plantes et surfaces fourragères n.c.a.;2;4,32;0;0;0;0;4,32
2007;28;Eure-et-Loir;24;Centre-Val de Loire;SF;AFO;Luzerne;3;58,45;4,1;0;0;4,1;62,55
2007;28;Eure-et-Loir;24;Centre-Val de Loire;SF;AFO;Maïs fourrager;1;10,02;0;0;0;0;10,02
2007;28;Eure-et-Loir;24;Centre-Val de Loire;SF;AFO;Mélanges fourragers;1;31,43;0;0;0;0;31,43
2007;28;Eure-et-Loir;24;Centre-Val de Loire;SF;AFO;Prairie temporaire;6;134,65;4,65;0;0;4,65;139,3
2007;28;Eure-et-Loir;24;Centre-Val de Loire;SF;STH;Parcours herbeux (hors estives collectives);8;19,569;4,34;0;0;4,34;23,909
2007;28;Eure-et-Loir;24;Centre-Val de Loire;SF;STH;Prairie permanente;8;49,79;1,49;0;0;1,49;51,28
2007;29;Finistère;53;Bretagne;AU;HLI;Autres surfaces, parcours collectifs et zones de cueillette;67;207,666;38,42;7,84;0;46,26;253,926
2007;29;Finistère;53;Bretagne;AU;HLI;Engrais vert;40;176,734;13,78;3,13;0;16,91;193,644
2007;29;Finistère;53;Bretagne;AU;HLI;Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement);107;349,94;13,797;14,342;0;28,139;378,079
2007;29;Finistère;53;Bretagne;FR;FRB;Fraises;4;0,38;0;0;0;0;0,38
2007;29;Finistère;53;Bretagne;FR;FRB;Framboises;2;2,59;0;0;0;0;2,59
2007;29;Finistère;53;Bretagne;FR;FRD;Autres fruits d'arbres ou d'arbustes n.c.a.;22;25,497;0,2;0,058;0,01;0,268;25,765
2007;29;Finistère;53;Bretagne;FR;FRNP;Pommes à cidre;13;9,13;0;16,7642;6;22,7642;31,8942
2007;29;Finistère;53;Bretagne;FR;FRNP;Pommes de table;1;2;0;0;0;0;2
2007;29;Finistère;53;Bretagne;GCU;CE;Avoine;14;9,36;6,7;9,89;0;16,59;25,95
2007;29;Finistère;53;Bretagne;GCU;CE;Blé tendre;28;96,97;7,54;4,519;0;12,059;109,029
2007;29;Finistère;53;Bretagne;GCU;CE;Maïs grain (hors maïs doux);21;89,57;5,4;10,29;0;15,69;105,26
2007;29;Finistère;53;Bretagne;GCU;CE;Mélanges Céréales-légumineuses;1;6,4;0;0;0;0;6,4
2007;29;Finistère;53;Bretagne;GCU;CE;Mélanges Céréaliers (sans légumineuses);50;320,405;5,16;1;0;6,16;326,565
2007;29;Finistère;53;Bretagne;GCU;CE;Orges;22;84,16;10,85;9,81;0;20,66;104,82
2007;29;Finistère;53;Bretagne;GCU;CE;Sarrasin;36;244,938;7,9;20,65;0;28,55;273,488
2007;29;Finistère;53;Bretagne;GCU;CE;Seigle;6;14,38;0;0;0;0;14,38
2007;29;Finistère;53;Bretagne;GCU;CE;Triticale;29;137,79;0;4,95;0;4,95;142,74
2007;29;Finistère;53;Bretagne;GCU;OL;Colza;5;11,13;0;0;0;0;11,13
2007;29;Finistère;53;Bretagne;GCU;OL;Tournesol;1;1,21;0;0;0;0;1,21
2007;29;Finistère;53;Bretagne;GCU;PR;Fèves, sèches (yc féveroles);11;26,47;0,84;3,557;0;4,397;30,867
2007;29;Finistère;53;Bretagne;GCU;PR;Légumes à cosse, secs n.c.a.;1;1,95;0;0;0;0;1,95
2007;29;Finistère;53;Bretagne;GCU;PR;Lupin;2;10,53;0;0;0;0;10,53
2007;29;Finistère;53;Bretagne;HSAU;CUEIL;Zone de cueillette de plantes à parfum aromatiques et médicinales sauvages;1;13,97;0;0;0;0;13,97
2007;29;Finistère;53;Bretagne;LE;LEF;Ail;2;0,15;0;0;0;0;0,15
2007;29;Finistère;53;Bretagne;LE;LEF;Artichauts;18;65,358;0;0;0;0;65,358
2007;29;Finistère;53;Bretagne;LE;LEF;Betteraves rouges et à salade;3;3,13;0;0;0;0;3,13
2007;29;Finistère;53;Bretagne;LE;LEF;Carottes;14;13,612;0;0;0;0;13,612
2007;29;Finistère;53;Bretagne;LE;LEF;Céleris raves;4;2,41;0;0;0;0;2,41
2007;29;Finistère;53;Bretagne;LE;LEF;Choux;28;69,573;0;6,13;0;6,13;75,703
2007;29;Finistère;53;Bretagne;LE;LEF;Choux-fleurs et brocolis;39;263,029;5,83;9,4;0;15,23;278,259
2007;29;Finistère;53;Bretagne;LE;LEF;Courges et citrouilles;2;0,54;0;0;0;0;0,54
2007;29;Finistère;53;Bretagne;LE;LEF;Echalotes;21;71,553;0;0;0;0;71,553
2007;29;Finistère;53;Bretagne;LE;LEF;Endives;2;1,69;0;0;0;0;1,69
2007;29;Finistère;53;Bretagne;LE;LEF;Haricots, verts;4;12,25;0;0;0;0;12,25
2007;29;Finistère;53;Bretagne;LE;LEF;Laitues;3;2,036;0;0;0;0;2,036
2007;29;Finistère;53;Bretagne;LE;LEF;Légumes frais n.c.a.;77;114,103;0,57;7,099;0;7,669;121,772
2007;29;Finistère;53;Bretagne;LE;LEF;Légumes frais plein champ;3;2,3;0;0;0;0;2,3
2007;29;Finistère;53;Bretagne;LE;LEF;Légumes frais sous abris;62;13,409;0,03;0,424;0;0,454;13,863
2007;29;Finistère;53;Bretagne;LE;LEF;Navets;5;1,7;0;0;0;0;1,7
2007;29;Finistère;53;Bretagne;LE;LEF;Oignons;16;11,126;0;0;0;0;11,126
2007;29;Finistère;53;Bretagne;LE;LEF;Poireaux et autres alliacés;3;1,12;0;0;0;0;1,12
2007;29;Finistère;53;Bretagne;LE;LEF;Pois, verts;3;16,1;0;0;0;0;16,1
2007;29;Finistère;53;Bretagne;LE;LEF;Pommes de terre (hors féculière);38;84,463;0;0,1;0;0,1;84,563
2007;29;Finistère;53;Bretagne;LE;LEF;Radis;4;1,208;0;0;0;0;1,208
2007;29;Finistère;53;Bretagne;PP;PPA;Autres plantes à épices, aromatiques, médicinales et pharmaceutiques;6;1,522;0,023;0;0;0,023;1,545
2007;29;Finistère;53;Bretagne;PP;PPA;Fenouil doux et amer;10;5,407;0;0;0;0;5,407
2007;29;Finistère;53;Bretagne;PP;PPA;Persil;1;0,4;0;0;0;0;0,4
2007;29;Finistère;53;Bretagne;SF;AFO;Autres plantes et surfaces fourragères n.c.a.;50;148,765;42,11;3,12;0;45,23;193,995
2007;29;Finistère;53;Bretagne;SF;AFO;Betterave fourragère;1;0,84;0;0;0;0;0,84
2007;29;Finistère;53;Bretagne;SF;AFO;Colza fourrager;12;48,88;0;0;0;0;48,88
2007;29;Finistère;53;Bretagne;SF;AFO;Luzerne;4;12,01;0;0;0;0;12,01
2007;29;Finistère;53;Bretagne;SF;AFO;Maïs fourrager;21;123,036;6,94;0;0;6,94;129,976
2007;29;Finistère;53;Bretagne;SF;AFO;Mélanges fourragers;2;10,87;0;7,48;0;7,48;18,35
2007;29;Finistère;53;Bretagne;SF;AFO;Prairie temporaire;172;3807,772;139,857;68,18;0;208,037;4015,809
2007;29;Finistère;53;Bretagne;SF;STH;Parcours herbeux (hors estives collectives);24;52,319;0,052;0,006;0;0,058;52,377
2007;29;Finistère;53;Bretagne;SF;STH;Prairie permanente;105;687,989;52,34;10,27;0;62,61;750,599
2007;2A;Corse-du-Sud;94;Corse;AU;HLI;Autres surfaces, parcours collectifs et zones de cueillette;13;55,397;0;3,44;0,62;4,06;59,457
2007;2A;Corse-du-Sud;94;Corse;AU;HLI;Engrais vert;2;0,217;0;0;0;0;0,217
2007;2A;Corse-du-Sud;94;Corse;AU;HLI;Fleurs coupées et boutons de fleurs;1;0,8;0;0;0;0;0,8
2007;2A;Corse-du-Sud;94;Corse;AU;HLI;Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement);18;243,273;0;0,19;0,31;0,5;243,773
2007;2A;Corse-du-Sud;94;Corse;FR;AGR;Citrons et limes;1;0,25;0;0;0;0;0,25
2007;2A;Corse-du-Sud;94;Corse;FR;AGR;Mandarines et clémentines;3;15,92;0;1;0;1;16,92
2007;2A;Corse-du-Sud;94;Corse;FR;AGR;Pomelos et pamplemousses;1;1,25;0;0;0;0;1,25
2007;2A;Corse-du-Sud;94;Corse;FR;FRB;Fraises;2;0,328;0;0;0;0;0,328
2007;2A;Corse-du-Sud;94;Corse;FR;FRB;Framboises;4;0,315;0;0;0;0;0,315
2007;2A;Corse-du-Sud;94;Corse;FR;FRC;Châtaignes et marrons;5;64,534;10,58;0;0;10,58;75,114
2007;2A;Corse-du-Sud;94;Corse;FR;FRD;Autres fruits d'arbres ou d'arbustes n.c.a.;7;5,859;1,34;5,12;0;6,46;12,319
2007;2A;Corse-du-Sud;94;Corse;FR;FRNP;Abricots;2;0,4;0;0,66;0;0,66;1,06
2007;2A;Corse-du-Sud;94;Corse;FR;FRNP;Figues;2;1,05;0;0;0;0;1,05
2007;2A;Corse-du-Sud;94;Corse;FR;FRNP;Olives;13;21,507;2,24;25,478;1,96;29,678;51,185
2007;2A;Corse-du-Sud;94;Corse;FR;FRNP;Poires;1;0,95;0;0;0;0;0,95
2007;2A;Corse-du-Sud;94;Corse;FR;FRNP;Pommes de table;2;1,2;0;0;0;0;1,2
2007;2A;Corse-du-Sud;94;Corse;FR;FRNP;Prunes;2;0,75;0;0;0;0;0,75
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Artichauts;1;0,15;0;0;0;0;0,15
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Betteraves rouges et à salade;1;0;0;0,05;0;0,05;0,05
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Légumes frais n.c.a.;5;4,725;0;0,16;0;0,16;4,885
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Légumes frais plein champ;3;5,52;0;0;0;0;5,52
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Légumes frais sous abris;2;0,065;0;0;0;0;0,065
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Poireaux et autres alliacés;1;0;0;0,12;0;0,12;0,12
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Pommes de terre (hors féculière);3;0,6;0;0,01;0;0,01;0,61
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Radis;1;0;0,01;0;0;0,01;0,01
2007;2A;Corse-du-Sud;94;Corse;LE;LEF;Tomates;1;0,22;0;0;0;0;0,22
2007;2A;Corse-du-Sud;94;Corse;PP;PPA;Autres plantes à épices, aromatiques, médicinales et pharmaceutiques;4;12,49;0;0;0;0;12,49
2007;2A;Corse-du-Sud;94;Corse;PP;PPA;Lavandin;1;0,3;0;0;0;0;0,3
2007;2A;Corse-du-Sud;94;Corse;PP;PPA;Romarin;2;4,1;0;0;0;0;4,1
2007;2A;Corse-du-Sud;94;Corse;PP;PPA;Sauge officinale;1;0,03;0;0;0;0;0,03
2007;2A;Corse-du-Sud;94;Corse;PP;PPA;Verveine odorante;3;1,4;0;0;0;0;1,4
2007;2A;Corse-du-Sud;94;Corse;SF;AFO;Luzerne;1;0;0;1;0;1;1
2007;2A;Corse-du-Sud;94;Corse;SF;AFO;Prairie temporaire;5;46,175;15,64;0;0;15,64;61,815
2007;2A;Corse-du-Sud;94;Corse;SF;STH;Parcours herbeux (hors estives collectives);15;768,457;0;109,73;0;109,73;878,187
2007;2A;Corse-du-Sud;94;Corse;SF;STH;Prairie permanente;19;571,348;0;68,57;0;68,57;639,918
2007;2A;Corse-du-Sud;94;Corse;VI;VIG;Raisin de cuve;11;154,246;74,613;8,004;3,441;86,058;240,304
2007;2A;Corse-du-Sud;94;Corse;VI;VIG;Raisin de table;3;0,91;0;0;0,48;0,48;1,39
2007;2B;Haute-Corse;94;Corse;AU;HLI;Autres surfaces, parcours collectifs et zones de cueillette;15;77,216;27,985;21,57;2;51,555;128,771
2007;2B;Haute-Corse;94;Corse;AU;HLI;Jachère, gel entrant en rotation (yc bandes tampon et surfaces non exploitées temporairement);28;174,912;0;0;0;0;174,912
2007;2B;Haute-Corse;94;Corse;FR;AGR;Citrons et limes;3;3,7;0;0;0;0;3,7
2007;2B;Haute-Corse;94;Corse;FR;AGR;Mandarines et clémentines;5;44,05;0;0;0;0;44,05
2007;2B;Haute-Corse;94;Corse;FR;AGR;Pomelos et pamplemousses;9;38,98;0;3,922;0;3,922;42,902
